Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,9.103118424094063,9.138470305935279,9.041251998730425,9.094280242919922,5688000,0.0,0.0
2020-01-03 00:00:00-05:00,9.094279282219206,9.147307520806912,9.067765584352985,9.111955642700195,6992200,0.0,0.0
2020-01-06 00:00:00-05:00,9.032413963267867,9.05892766188855,8.988223903663208,9.023575782775879,10068900,0.0,0.0
2020-01-07 00:00:00-05:00,8.944032785323493,8.988222839697228,8.92635726928711,8.92635726928711,10589100,0.0,0.0
2020-01-08 00:00:00-05:00,8.837978580985569,8.944034222814757,8.829140400119305,8.917520523071289,13440400,0.0,0.0
2020-01-09 00:00:00-05:00,9.023576321656893,9.288715852263493,8.97054807839344,9.262201309204102,28436900,0.0,0.0
2020-01-10 00:00:00-05:00,9.81015569740982,9.854344912135842,9.385932324627031,9.412446022033691,30794600,0.0,0.0
2020-01-13 00:00:00-05:00,9.677586328943468,9.704100028553608,9.545016988037448,9.615720748901367,13659600,0.0,0.0
2020-01-14 00:00:00-05:00,9.606882576276137,9.633396275908899,9.51850329654849,9.598044395446777,15188300,0.0,0.0
2020-01-15 00:00:00-05:00,9.571532238397767,9.6599123752244,9.483152101571134,9.589208602905273,11884300,0.0,0.0
2020-01-16 00:00:00-05:00,9.580370420651521,9.668749714622702,9.553856716745711,9.589208602905273,8511200,0.0,0.0
2020-01-17 00:00:00-05:00,9.580368868469408,9.651072629333326,9.47431322717353,9.615720748901367,6604300,0.0,0.0
2020-01-21 00:00:00-05:00,9.518504830586147,9.642236010716893,9.518504830586147,9.589208602905273,15790000,0.0,0.0
2020-01-22 00:00:00-05:00,9.668747643941874,9.783641460068397,9.651072126075247,9.75712776184082,22364600,0.0,0.0
2020-01-23 00:00:00-05:00,9.801318769764388,9.827832470559049,9.615721178491059,9.774805068969727,27833700,0.0,0.0
2020-01-24 00:00:00-05:00,9.783641942281621,9.82783200340912,9.668748120492246,9.748290061950684,21191300,0.0,0.0
2020-01-27 00:00:00-05:00,9.57153078554172,9.730614670540245,9.57153078554172,9.71293830871582,13542100,0.0,0.0
2020-01-28 00:00:00-05:00,9.712937571584646,9.845507746640886,9.677585693474034,9.810155868530273,15422800,0.0,0.0
2020-01-29 00:00:00-05:00,9.88086071500372,9.960402660243055,9.757128706536385,9.774805068969727,19730500,0.0,0.0
2020-01-30 00:00:00-05:00,9.721776824525053,9.792480588547717,9.695263123730392,9.774805068969727,10487100,0.0,0.0
2020-01-31 00:00:00-05:00,9.68642520904541,9.721777092029484,9.633396963141612,9.68642520904541,24260300,0.0,0.0
2020-02-03 00:00:00-05:00,9.615719555602539,9.677585127967198,9.527339444062845,9.668746948242188,11681900,0.0,0.0
2020-02-04 00:00:00-05:00,9.792479508047338,9.863183264268562,9.765965810178194,9.810155868530273,7737200,0.0,0.0
2020-02-05 00:00:00-05:00,9.810156001151244,9.836669699378819,9.748289581479872,9.75712776184082,10488300,0.0,0.0
2020-02-06 00:00:00-05:00,9.695263390505271,9.757128975013558,9.677587027585547,9.68642520904541,16312500,0.0,0.0
2020-02-07 00:00:00-05:00,9.677587896876457,9.712939783036019,9.580370420651521,9.589208602905273,8140300,0.0,0.0
2020-02-10 00:00:00-05:00,9.589206922909494,9.686424382102267,9.571530561498824,9.65107250213623,4589700,0.0,0.0
2020-02-11 00:00:00-05:00,9.69526291753837,9.748290317999942,9.659911036278878,9.677586555480957,6526500,0.0,0.0
2020-02-12 00:00:00-05:00,9.792481021643813,9.916213035583496,9.774805501284082,9.916213035583496,9928100,0.0,0.0
2020-02-13 00:00:00-05:00,9.916211502862108,9.95156338097272,9.801317688288805,9.810155868530273,9416900,0.0,0.0
2020-02-14 00:00:00-05:00,9.792482162267262,9.827834049959888,9.730616569519043,9.730616569519043,5420300,0.0,0.0
2020-02-18 00:00:00-05:00,9.85434613775517,9.960402626282916,9.845508799423982,9.907374382019043,8421200,0.0,0.0
2020-02-19 00:00:00-05:00,9.933889245257921,10.022269381755468,9.916213723671682,9.986917495727539,7540600,0.0,0.0
2020-02-20 00:00:00-05:00,9.916213472210298,10.057621012736115,9.889698926220138,10.039944648742676,11640000,0.0,0.0
2020-02-21 00:00:00-05:00,10.013429388922043,10.110646847206278,9.986915689909125,10.08413314819336,10524200,0.0,0.0
2020-02-24 00:00:00-05:00,9.818994723611107,9.978078621125643,9.818994723611107,9.916213035583496,11279100,0.0,0.0
2020-02-25 00:00:00-05:00,9.898536365461599,10.022268375564938,9.668748707921981,9.739453315734863,20686000,0.0,0.0
2020-02-26 00:00:00-05:00,9.73061514362218,9.845508972500863,9.677586898426108,9.721776962280273,16736100,0.0,0.0
2020-02-27 00:00:00-05:00,9.562693292724154,9.642235240946949,9.377095694489425,9.385933876037598,23272000,0.0,0.0
2020-02-28 00:00:00-05:00,8.997062473525368,9.111956296327683,8.829140408331476,8.8998441696167,21543200,0.0,0.0
2020-03-02 00:00:00-05:00,8.952872934651815,9.182660593670803,8.864492806458244,9.156146049499512,16473900,0.0,0.0
2020-03-03 00:00:00-05:00,9.138469600605879,9.315228996169234,8.952872024550537,9.023575782775879,12922700,0.0,0.0
2020-03-04 00:00:00-05:00,9.147307027044278,9.262199992547853,9.03241321868549,9.253362655639648,12536000,0.0,0.0
2020-03-05 00:00:00-05:00,9.120794467661032,9.156146351533542,8.899844982744009,8.952873229980469,12249800,0.0,0.0
2020-03-06 00:00:00-05:00,8.802625192989035,8.873328942100981,8.475620142632492,8.64354133605957,15525700,0.0,0.0
2020-03-09 00:00:00-04:00,8.139778042908556,8.26351004245885,7.768582887112964,8.024884223937988,12921200,0.0,0.0
2020-03-10 00:00:00-04:00,8.325375725362553,8.35188942457942,7.963018745595942,8.122101783752441,21848100,0.0,0.0
2020-03-11 00:00:00-04:00,8.007208742059822,8.113264380933128,7.821611163317715,7.865800380706787,24616200,0.0,0.0
2020-03-12 00:00:00-04:00,7.335522960379713,7.415064908641728,7.070383413791457,7.1145734786987305,17213700,0.0,0.0
2020-03-13 00:00:00-04:00,7.600663391150999,7.636015278618216,7.0703842362872615,7.4062275886535645,35410600,0.0,0.0
